,activities.activity_id,similar.klifs_structure_id,similar.fp_similarity
121335,16308033,9408,0.5348837209302325
8197,16308072,7166,0.3867924528301887
58877,16308087,6708,0.2719298245614035
24690,16308096,8617,0.1481481481481481
24697,16308097,-1,
27092,16308098,-1,
5892,16308101,8702,0.3652173913043478
90926,16308112,9504,0.4077669902912621
107932,16308115,8304,0.1764705882352941
21646,16308121,14782,0.0985915492957746
127684,16308122,1989,0.1643835616438356
130240,16308143,3077,0.1702127659574468
54324,16308149,14485,0.1891891891891892
21812,16308167,-1,
15766,16308168,-1,
154834,16308189,2072,0.2074074074074074
182248,16308191,3676,0.2947368421052631
9770,16308199,10723,0.238095238095238
23764,16308200,407,0.0880503144654088
7565,16308223,2072,0.18
14369,16308225,3676,0.3488372093023256
53233,16308242,13532,0.1564625850340136
37127,16308250,5255,0.3900709219858156
174885,16308266,225,0.2033898305084746
198777,16308275,13316,0.2086330935251798
28022,16308288,436,0.3361344537815126
21655,16308290,2803,0.4727272727272727
107591,16308300,9504,0.4158415841584158
135879,16308312,2072,0.174496644295302
131279,16308329,3103,0.1769230769230769
5293,16308330,1973,0.1578947368421052
111136,16308342,15033,0.1953125
16501,16308347,-1,
86159,16308356,3129,0.1623931623931624
43324,16308372,6394,0.1578947368421052
117300,16308383,15033,0.183206106870229
39273,16308401,14080,0.1773049645390071
30009,16308405,3337,0.3636363636363636
11582,16308414,14485,0.1258278145695364
12246,16308421,8702,0.3893805309734513
12395,16308429,1415,0.2748091603053435
12245,16308431,-1,
196095,16308435,14712,0.1712328767123287
68405,16308443,9092,0.15625
19991,16308448,-1,
19907,16308455,-1,
2316,16308458,8702,0.3818181818181818
13808,16308463,15033,0.2
6570,16308464,12475,0.1956521739130435
111391,16308488,15033,0.1923076923076923
36375,16308493,14485,0.1038961038961039
8003,16308506,8702,0.4285714285714285
70098,16308513,988,0.2123287671232876
11636,16308517,6238,0.4311926605504587
33816,16308528,-1,
21043,16308532,-1,
153708,16308536,9278,0.152317880794702
11007,16308574,8702,0.3636363636363636
70959,16308579,3638,0.2148760330578512
15009,16308583,624,0.1779141104294478
130309,16308585,14485,0.1700680272108843
6095,16308598,1415,0.1886792452830188
18118,16308633,-1,
59883,16308641,14485,0.1805555555555555
15778,16308646,-1,
378,16308694,3631,0.2377049180327868
11620,16308697,8702,0.3130434782608696
48555,16308698,6708,0.1729323308270676
105039,16308710,13296,0.3581081081081081
119666,16308718,6792,0.1982758620689655
3593,16308761,1958,0.1780821917808219
25259,16308762,3658,0.3206106870229007
10701,16308777,7166,0.422680412371134
24478,16308794,6238,0.67
25585,16308804,9071,0.4227642276422764
138710,16308821,14485,0.1456953642384106
65900,16308840,5324,0.2575757575757575
50141,16308848,15033,0.1983471074380165
62105,16308855,407,0.0952380952380952
161691,16308883,9289,0.170886075949367
28669,16308896,-1,
135095,16308921,13310,0.1338028169014084
22147,16308923,-1,
23710,16308942,-1,
11799,16308944,8702,0.3228346456692913
11585,16308955,8617,0.1615384615384615
1345,16308978,8702,0.3504273504273504
40112,16308979,3337,0.3775510204081632
43195,16308981,2041,0.1987577639751552
111048,16309002,15033,0.1869918699186991
175432,16309012,225,0.171875
76986,16309025,10920,0.3284671532846715
9578,16309031,-1,
193152,16309035,11469,0.1468531468531468
79666,16309082,15033,0.1911764705882352
81208,16309091,5324,0.3230769230769231
29121,16309096,436,0.3693693693693693
23544,16309099,-1,
68387,16309131,3634,0.1862068965517241
27236,16309135,6394,0.1481481481481481
155802,16309145,9313,0.1320754716981132
34480,16309150,14485,0.1564625850340136
135231,16309167,14816,0.2064516129032258
34935,16309181,-1,
71016,16309182,14485,0.1901408450704225
571,16309191,2357,0.6666666666666666
3483,16309194,8702,0.3660714285714285
21546,16309217,14485,0.14
124324,16309237,7061,0.1666666666666666
64161,16309239,14485,0.1736111111111111
20542,16309242,1415,0.2713178294573643
11815,16309253,407,0.0927152317880794
131740,16309287,5323,0.1512605042016806
64165,16309288,14485,0.1466666666666666
50580,16309292,407,0.0869565217391304
44125,16309294,3692,0.26
83864,16309302,2803,0.6893203883495146
17270,16309313,-1,
44124,16309314,3692,0.2317880794701986
35151,16309318,6394,0.1818181818181818
30085,16309321,6394,0.2394366197183098
54263,16309327,2803,0.5882352941176471
176102,16309355,9504,0.5795454545454546
18126,16309361,-1,
47349,16309362,6708,0.1908396946564885
12724,16309376,7166,0.4555555555555555
14944,16309379,-1,
54275,16309381,14485,0.1644736842105263
155759,16309404,936,0.072463768115942
175185,16309411,3676,0.4554455445544554
3635,16309421,8702,0.3909090909090909
25089,16309426,-1,
45908,16309429,1996,0.1965811965811965
182254,16309433,225,0.1818181818181818
77060,16309457,2803,0.6761904761904762
34196,16309464,3337,0.3980582524271844
11063,16309468,7436,0.2818181818181818
62074,16309473,3692,0.3333333333333333
179912,16309478,936,0.0774647887323943
140711,16309485,3103,0.1703703703703703
4269,16309492,1973,0.2419354838709677
146176,16309500,8305,0.1941747572815534
616,16309502,436,0.4433962264150943
10858,16309509,15033,0.18796992481203
153309,16309515,3640,0.2992125984251969
24840,16309516,11016,0.4259259259259259
3381,16309533,1415,0.2592592592592592
69852,16309546,2803,0.9523809523809524
170235,16309549,3676,0.312
152686,16309557,986,0.1655629139072847
13927,16309562,15033,0.2047244094488189
65384,16309574,13271,0.2536231884057971
69847,16309609,9788,0.1716417910447761
4883,16309619,6405,0.1935483870967742
65285,16309621,10777,0.1489361702127659
120181,16309653,14485,0.2086330935251798
62758,16309666,2803,0.5922330097087378
10819,16309687,14485,0.1006711409395973
3136,16309691,8702,0.4051724137931034
4953,16309710,6406,0.1870967741935484
140745,16309715,3676,0.3333333333333333
77,16309720,6827,0.1124260355029585
37070,16309725,10778,0.26
10590,16309735,7166,0.431578947368421
68421,16309763,15033,0.203125
87725,16309766,5324,0.3185185185185185
156282,16309771,936,0.0769230769230769
85445,16309776,15033,0.1811023622047244
80415,16309787,14485,0.1456953642384106
67411,16309819,14485,0.1575342465753424
175034,16309820,13316,0.1666666666666666
42939,16309827,986,0.18796992481203
9272,16309830,8702,0.3771929824561403
53022,16309831,6967,0.6857142857142857
14402,16309834,6407,0.16
25088,16309837,2072,0.2148148148148148
32282,16309840,15033,0.2032520325203252
40806,16309844,3642,0.1692307692307692
166973,16309864,9313,0.2064516129032258
6788,16309865,8702,0.4018691588785046
1500,16309867,3622,0.2352941176470588
309,16309884,6238,0.472
44206,16309892,3638,0.1969696969696969
42181,16309928,14080,0.1452991452991453
19230,16309939,14485,0.1610738255033557
15807,16309943,8702,0.4077669902912621
1459,16309964,3637,0.2456140350877192
198065,16309972,2072,0.168
21803,16309984,1415,0.2857142857142857
76999,16309999,2803,0.7040816326530612
141041,16310045,2253,0.3883495145631068
75876,16310058,15033,0.1617647058823529
8390,16310059,7436,0.205607476635514
28450,16310071,-1,
3943,16310072,8702,0.3620689655172414
6058,16310075,6238,0.3898305084745763
5531,16310080,7166,0.4242424242424242
6774,16310081,6238,0.6122448979591837
155302,16310090,5550,0.1071428571428571
19942,16310121,1415,0.2335766423357664
90116,16310128,3634,0.3356164383561644
39625,16310137,407,0.0902777777777777
66601,16310154,9504,0.4285714285714285
6496,16310155,1415,0.2611940298507462
5000,16310162,10786,0.1171875
18258,16310169,1989,0.1446540880503144
82080,16310177,9504,0.4666666666666667
41531,16310195,-1,
15011,16310209,7166,0.4456521739130434
9632,16310215,-1,
98799,16310230,802,0.5234375
144152,16310234,13267,0.1574803149606299
2748,16310235,3637,0.2153846153846154
198242,16310236,936,0.0666666666666666
16673,16310246,-1,
46067,16310268,12103,0.2098765432098765
186671,16310270,936,0.0774647887323943
22475,16310298,5255,0.375886524822695
127879,16310299,9464,0.1023622047244094
26923,16310305,3692,0.277027027027027
15561,16310324,-1,
37170,16310332,2072,0.1736111111111111
7711,16310356,6238,0.3252032520325203
84125,16310360,5324,0.3134328358208955
2714,16310370,1954,0.1780821917808219
32548,16310372,436,0.3925233644859813
43349,16310385,14080,0.2153846153846154
25098,16310392,-1,
497,16310393,10723,0.238095238095238
25209,16310405,6394,0.1870967741935484
36324,16310418,14034,0.1739130434782608
138561,16310421,1973,0.208955223880597
40936,16310432,-1,
38469,16310438,2803,0.696078431372549
3993,16310443,6238,0.5420560747663551
97161,16310455,15033,0.1796875
123954,16310471,407,0.1564625850340136
35383,16310508,15028,0.1438356164383561
10238,16310512,7166,0.4270833333333333
153514,16310519,2072,0.1751824817518248
1416,16310537,7436,0.33
8701,16310558,15028,0.1793103448275862
62150,16310559,5336,0.3551401869158878
90142,16310570,1989,0.2014925373134328
23451,16310576,-1,
12663,16310600,1415,0.2105263157894736
168573,16310620,3676,0.5154639175257731
126889,16310625,15033,0.1865671641791045
57879,16310629,3676,0.25
40915,16310637,13532,0.1513157894736842
9032,16310642,1973,0.208955223880597
979,16310649,12748,0.1640625
106305,16310670,9504,0.4736842105263157
23339,16310671,1048,0.6218487394957983
155911,16310673,8642,0.1739130434782608
3487,16310686,198,0.1304347826086956
42179,16310709,6394,0.1626506024096385
24323,16310716,-1,
1757,16310725,3721,0.221311475409836
15513,16310732,10396,0.1826086956521739
9926,16310744,8702,0.3644067796610169
13822,16310758,9496,0.4
139493,16310762,936,0.0869565217391304
22394,16310784,15033,0.2049180327868852
18282,16310794,14978,0.2644628099173554
4068,16310802,15028,0.1773049645390071
201962,16310804,10777,0.1597222222222222
29085,16310810,14674,0.1897810218978102
141271,16310817,9313,0.1783439490445859
123263,16310820,14485,0.1045751633986928
26936,16310849,15033,0.1854838709677419
20520,16310855,-1,
6792,16310856,8702,0.4077669902912621
9294,16310875,8702,0.4851485148514851
97118,16310887,3638,0.1769230769230769
14536,16310890,1989,0.1564625850340136
3530,16310893,407,0.0849673202614379
7188,16310923,7166,0.431578947368421
51306,16310932,1273,0.059880239520958
14999,16310944,7166,0.4270833333333333
20463,16310957,6238,0.6836734693877551
147064,16310960,407,0.0955882352941176
177294,16310964,13277,0.1654135338345864
29887,16310966,407,0.1161290322580645
40026,16310968,1048,0.6218487394957983
38921,16310973,-1,
84239,16310990,3638,0.1869918699186991
1353,16310994,8702,0.391304347826087
10474,16311022,-1,
53808,16311026,-1,
6185,16311032,1415,0.1635220125786163
154033,16311046,7061,0.2153846153846154
30292,16311049,-1,
67347,16311058,15033,0.2222222222222222
16340,16311062,7205,0.1401869158878504
7672,16311063,8702,0.3660714285714285
80306,16311065,3692,0.2039473684210526
2270,16311079,1415,0.2323943661971831
146,16311085,9504,0.3925233644859813
3569,16311096,3637,0.2113821138211382
161884,16311103,13267,0.1736111111111111
6071,16311110,8702,0.4666666666666667
57272,16311130,1048,0.5873015873015873
120298,16311160,13535,0.1692307692307692
175424,16311163,225,0.144
54167,16311206,6708,0.2047244094488189
43348,16311229,8548,0.171875
45280,16311230,14485,0.1805555555555555
22230,16311249,8702,0.4285714285714285
68347,16311251,14485,0.141025641025641
35573,16311263,2803,0.5742574257425742
14842,16311271,14978,0.2777777777777778
155333,16311281,2072,0.2246376811594203
5127,16311398,-1,
14193,16311405,-1,
88488,16311410,9504,0.4782608695652174
25065,16311416,-1,
86621,16311419,2803,0.5175438596491229
16563,16311420,7166,0.6097560975609756
8673,16311421,8702,0.3867924528301887
143629,16311425,13316,0.1736111111111111
28710,16311433,6394,0.2108843537414966
101694,16311462,14485,0.1824324324324324
794,16311470,452,0.2892561983471074
127777,16311477,9464,0.1417910447761194
3388,16311484,1415,0.1604938271604938
14690,16311485,-1,
5362,16311501,1415,0.2191780821917808
6068,16311533,8702,0.3360655737704918
452,16311539,6238,0.6320754716981132
2644,16311542,8702,0.3981481481481481
87984,16311554,14485,0.1506849315068493
100396,16311556,936,0.0814814814814814
24250,16311578,407,0.0972222222222222
2496,16311634,8702,0.375
94061,16311642,3640,0.2878787878787879
26705,16311646,3837,0.1363636363636363
115245,16311653,3638,0.1968503937007874
12173,16311654,15033,0.2177419354838709
6737,16311664,1415,0.2290076335877862
57050,16311688,14485,0.1866666666666666
64205,16311702,14485,0.1712328767123287
22990,16311708,-1,
87720,16311728,5324,0.3
181073,16311749,3676,0.4742268041237113
18638,16311751,728,0.1607142857142857
15756,16311758,3637,0.2410714285714285
26270,16311762,-1,
23916,16311764,-1,
8880,16311780,1415,0.1677419354838709
11695,16311791,407,0.0933333333333333
106963,16311803,15033,0.1932773109243697
25067,16311807,-1,
76524,16311812,13341,0.1824817518248175
207307,16311813,10777,0.1533333333333333
6826,16311822,3676,0.4821428571428571
6473,16311849,1415,0.2573529411764705
5974,16311857,8702,0.3727272727272727
2001,16311890,8702,0.371900826446281
5975,16311895,7436,0.3153153153153153
40850,16311901,1968,0.7387387387387387
4007,16311907,407,0.1088435374149659
3953,16311911,6238,0.5420560747663551
117466,16311912,3676,0.2538461538461538
33620,16311935,3337,0.3942307692307692
89303,16311961,14485,0.1714285714285714
162620,16311987,9408,0.8148148148148148
22145,16311996,-1,
5125,16312000,1415,0.2666666666666666
58813,16312004,15033,0.1965811965811965
32652,16312016,-1,
9330,16312017,8702,0.3214285714285714
182223,16312025,13316,0.2
200781,16312027,14485,0.1357142857142857
54553,16312039,15033,0.1716417910447761
6758,16312047,1415,0.2903225806451613
57009,16312059,14485,0.1768707482993197
7745,16312061,6238,0.3879310344827586
3991,16312065,1415,0.2598425196850393
94683,16312072,5312,0.2066666666666666
32557,16312079,5310,0.1300813008130081
137965,16312081,1954,0.183206106870229
164186,16312098,225,0.1590909090909091
154884,16312104,15028,0.1347517730496454
17760,16312106,-1,
22799,16312109,-1,
123340,16312114,15033,0.1897810218978102
179945,16312118,9313,0.1806451612903225
164533,16312120,225,0.1967213114754098
7585,16312129,14978,0.3622047244094488
182228,16312145,225,0.2162162162162162
18834,16312149,14978,0.2622950819672131
58817,16312155,13532,0.1517241379310344
17943,16312166,-1,
22956,16312172,2072,0.213235294117647
117238,16312174,3676,0.2785714285714286
198919,16312176,245,0.1677852348993288
68352,16312189,802,0.6842105263157895
133584,16312190,14485,0.1793103448275862
5981,16312192,8702,0.3809523809523809
62886,16312198,14240,0.2146892655367231
24317,16312222,-1,
91944,16312227,9408,0.6829268292682927
96223,16312256,13297,0.2027027027027027
43716,16312270,13535,0.2521739130434782
17575,16312303,-1,
182801,16312311,9313,0.1772151898734177
16560,16312327,10721,0.1560283687943262
31793,16312344,3337,0.3592233009708738
7576,16312348,10396,0.1794871794871795
45210,16312353,2803,0.6938775510204082
71528,16312356,9504,0.4285714285714285
11717,16312359,7166,0.3909090909090909
170125,16312364,6805,0.2470588235294117
1833,16312373,6238,0.7052631578947368
18361,16312393,-1,
199788,16312428,1965,0.1714285714285714
2996,16312438,8702,0.376068376068376
26276,16312458,436,0.3867924528301887
12031,16312475,1415,0.218978102189781
41753,16312514,8617,0.1515151515151515
17384,16312521,1415,0.2054794520547945
10487,16312540,7166,0.5813953488372093
22035,16312545,15033,0.2017543859649122
113654,16312594,14485,0.1917808219178082
8400,16312598,1415,0.2769230769230769
8674,16312619,7166,0.6329113924050633
50428,16312620,1973,0.2093023255813953
10885,16312622,-1,
2028,16312635,8702,0.3620689655172414
18477,16312661,-1,
43339,16312668,6394,0.2517985611510791
42,16312675,452,0.234375
10489,16312680,-1,
40826,16312682,1415,0.2686567164179104
142698,16312694,936,0.0780141843971631
150915,16312697,15036,0.1605839416058394
48541,16312717,3676,0.7386363636363636
13003,16312720,6394,0.2260273972602739
8586,16312721,3676,0.7926829268292683
53768,16312724,3676,0.3706896551724138
55459,16312727,3364,0.1602564102564102
198910,16312733,13316,0.1917808219178082
35520,16312737,6394,0.1458333333333333
5445,16312740,1989,0.238095238095238
162668,16312747,986,0.1285714285714285
11699,16312748,1415,0.1666666666666666
8046,16312751,12465,0.1700680272108843
108528,16312753,11491,0.2413793103448276
3874,16312786,8702,0.3831775700934579
26625,16312791,-1,
14250,16312818,7166,0.4883720930232558
54519,16312831,5324,0.3106060606060606
37831,16312834,8617,0.1363636363636363
1215,16312848,452,0.2727272727272727
24788,16312888,6394,0.18125
116087,16312897,3676,0.2539682539682539
14567,16312901,1958,0.2
82441,16312926,13297,0.2052980132450331
9872,16312941,407,0.0884353741496598
19165,16312942,986,0.1986754966887417
8838,16312950,15033,0.2442748091603053
169,16312956,452,0.3306451612903225
280,16312959,6238,0.5128205128205128
45020,16312975,3640,0.3
23740,16312982,8702,0.3360655737704918
8357,16313008,12651,0.1721854304635761
48638,16313022,13865,0.1883116883116883
16928,16313034,1415,0.0833333333333333
2077,16313041,15028,0.1925925925925926
170718,16313046,13277,0.1578947368421052
9149,16313056,6238,0.6767676767676768
1400,16313074,452,0.2595419847328244
34634,16313099,2803,0.63
1727,16313106,6406,0.1780821917808219
192909,16313127,1965,0.2169811320754717
1794,16313191,6169,0.5478260869565217
9109,16313192,407,0.0933333333333333
685,16313194,2357,0.5317460317460317
38845,16313196,14485,0.302158273381295
3940,16313202,6238,0.4358974358974359
5693,16313207,1989,0.197452229299363
54659,16313210,3638,0.1804511278195488
132000,16313213,3676,0.314516129032258
65869,16313218,8101,0.2
3939,16313231,6238,0.4859813084112149
115275,16313233,13271,0.1914893617021276
127301,16313238,13267,0.1755725190839694
121241,16313251,9884,0.1297709923664122
59,16313256,1453,0.4433962264150943
60289,16313261,10778,0.2549019607843137
164703,16313267,9408,0.8461538461538461
8368,16313338,9496,0.3873873873873873
112361,16313343,6792,0.144
17483,16313351,14080,0.1532846715328467
69893,16313352,10778,0.2912621359223301
13582,16313367,-1,
113664,16313374,9504,0.4257425742574257
12861,16313393,-1,
162755,16313413,5316,0.144578313253012
26835,16313415,-1,
121961,16313416,3110,0.1640625
210046,16313418,3155,0.1149425287356321
5529,16313425,6504,0.4678899082568807
5451,16313429,407,0.0952380952380952
34404,16313448,3658,0.3255813953488372
46109,16313489,9504,0.4117647058823529
15667,16313491,1415,0.2362204724409448
57087,16313512,14485,0.1418918918918918
72984,16313532,1989,0.2095808383233532
13581,16313535,7166,0.5813953488372093
27145,16313537,7166,0.6329113924050633
100341,16313547,5324,0.2480620155038759
75614,16313551,3640,0.2403100775193798
588,16313552,2357,0.7254901960784313
15785,16313557,-1,
182255,16313573,225,0.1716417910447761
21661,16313580,-1,
95186,16313593,15033,0.2100840336134453
93137,16313596,15033,0.1984126984126984
31711,16313609,6708,0.3185840707964602
34197,16313612,14485,0.152317880794702
87945,16313615,13296,0.3308823529411764
73727,16313620,5324,0.3358778625954198
54655,16313635,407,0.0888888888888888
189944,16313645,10777,0.1666666666666666
22935,16313650,6394,0.1910828025477707
11737,16313687,407,0.0828025477707006
41085,16313695,4073,0.4021739130434782
9713,16313696,1415,0.2647058823529412
37667,16313700,14485,0.1689189189189189
69939,16313726,3638,0.2061068702290076
9639,16313735,10913,0.2073170731707317
87300,16313741,9504,0.4421052631578947
60246,16313748,14485,0.1756756756756756
175274,16313750,9313,0.2167832167832167
94950,16313760,5310,0.136
85197,16313773,13271,0.3188405797101449
3558,16313796,3637,0.2377049180327868
83667,16313807,15033,0.1782945736434108
28688,16313808,13131,0.1526717557251908
11520,16313813,13900,0.1497005988023952
1088,16313814,3631,0.2030075187969924
1277,16313815,2357,0.6285714285714286
16279,16313823,6645,0.1623931623931624
76340,16313845,11824,0.2026143790849673
10175,16313847,10723,0.2333333333333333
10897,16313851,1415,0.2164179104477611
54649,16313865,13532,0.1589403973509933
1756,16313875,8702,0.3628318584070796
3686,16313897,15028,0.1527777777777778
146737,16313919,4625,0.0526315789473684
36938,16313923,-1,
75851,16313930,2803,0.3225806451612903
9222,16313932,8702,0.3644067796610169
62974,16313934,15033,0.1869918699186991
161096,16313953,13316,0.1780821917808219
2158,16313963,8702,0.3947368421052631
10171,16313964,7436,0.2222222222222222
113987,16313966,9313,0.15527950310559
12968,16313973,-1,
85420,16313987,2803,0.71875
2071,16314007,9504,0.4565217391304347
98664,16314053,802,0.6440677966101694
4553,16314055,9071,0.5
9548,16314078,-1,
73535,16314079,9504,0.4242424242424242
29997,16314083,6394,0.1717791411042944
1341,16314091,8702,0.3471074380165289
65382,16314099,3676,0.314516129032258
143804,16314108,9313,0.1595092024539877
31876,16314109,436,0.3278688524590163
19148,16314123,14080,0.171875
128290,16314137,7358,0.1764705882352941
198903,16314147,3639,0.1716417910447761
101687,16314182,2803,0.7634408602150538
11855,16314183,8702,0.43
330,16314192,9504,0.4285714285714285
1635,16314203,6238,0.6633663366336634
150683,16314218,14485,0.1712328767123287
12012,16314241,-1,
1635,16314270,3631,0.2844827586206896
74836,16314281,5310,0.1415929203539823
20545,16314299,10396,0.1626016260162601
27429,16314337,14080,0.144
163,16314340,3637,0.2636363636363636
17252,16314349,-1,
204419,16314356,2147,0.1212121212121212
146731,16314363,936,0.0583941605839416
25615,16314366,-1,
39164,16314367,-1,
1348,16314376,8702,0.3873873873873873
26382,16314387,11825,0.2753623188405797
2282,16314393,8702,0.3162393162393162
166085,16314394,393,0.5223880597014925
3884,16314401,8702,0.3796296296296296
3897,16314404,2357,0.7319587628865979
1830,16314420,2357,0.3404255319148936
160209,16314421,6793,0.1532846715328467
126958,16314445,10778,0.2696629213483146
4343,16314449,8702,0.3853211009174312
29742,16314471,14080,0.1376811594202898
40735,16314474,-1,
618,16314479,7436,0.3535353535353535
121250,16314505,5323,0.1188811188811188
136797,16314511,15033,0.1804511278195488
17158,16314527,3676,0.4814814814814814
5133,16314528,1415,0.2013422818791946
185259,16314551,936,0.0787401574803149
26774,16314555,2664,0.1589403973509933
80413,16314568,15033,0.1742424242424242
46783,16314572,6565,0.5454545454545454
71001,16314590,14485,0.1901408450704225
91884,16314599,9408,0.5476190476190477
94156,16314618,3692,0.2434210526315789
15265,16314635,407,0.0903225806451612
89902,16314661,12350,0.2045454545454545
3010,16314673,8702,0.3565217391304348
45963,16314689,2803,0.4778761061946903
15268,16314691,6311,0.7653061224489796
5318,16314700,1453,0.4485981308411215
83153,16314733,15033,0.1860465116279069
2891,16314735,452,0.417391304347826
140693,16314736,9504,0.4946236559139785
13817,16314768,14080,0.168
14610,16314813,12651,0.1768707482993197
57599,16314830,3658,0.368
13912,16314841,7166,0.6410256410256411
25315,16314873,407,0.0986842105263157
37395,16314888,15036,0.1678321678321678
13583,16314914,-1,
84858,16314924,3638,0.2125984251968504
114983,16314937,13291,0.1739130434782608
26852,16314948,436,0.3706896551724138
182872,16314953,3676,0.2538461538461538
113331,16314961,14485,0.1575342465753424
100744,16314968,9408,0.7349397590361446
8023,16314972,407,0.0851063829787234
10391,16314978,-1,
11501,16315000,8702,0.3360655737704918
156401,16315001,13312,0.1719745222929936
26699,16315002,5255,0.4477611940298507
13947,16315015,2072,0.2094594594594594
18002,16315017,14485,0.1438356164383561
148488,16315025,13334,0.1959459459459459
17668,16315034,-1,
138619,16315038,936,0.0615384615384615
87792,16315042,4625,0.0609756097560975
6008,16315048,1415,0.2262773722627737
43338,16315052,14080,0.1897810218978102
198904,16315055,3640,0.3275862068965517
1581,16315064,9071,0.4227642276422764
164299,16315065,13316,0.1666666666666666
10860,16315085,8702,0.3636363636363636
2667,16315092,3637,0.2333333333333333
23803,16315094,407,0.1428571428571428
38293,16315095,14080,0.1642857142857142
60307,16315110,3638,0.1984732824427481
139235,16315118,2072,0.1846153846153846
23364,16315124,6394,0.1301369863013698
7673,16315137,1415,0.2406015037593984
80672,16315145,3676,0.211864406779661
43341,16315154,6394,0.3591549295774648
19137,16315161,-1,
68323,16315164,9065,0.8932038834951457
148179,16315166,9313,0.1481481481481481
1594,16315177,8702,0.3414634146341463
86135,16315179,3676,0.2790697674418604
5010,16315193,7166,0.4456521739130434
87793,16315195,10778,0.2692307692307692
30369,16315197,2041,0.2051282051282051
15319,16315198,2803,0.7204301075268817
81369,16315206,15033,0.2063492063492063
14387,16315212,-1,
188122,16315215,11134,0.1978021978021978
4338,16315216,8702,0.336
100891,16315228,5321,0.2362204724409448
9929,16315231,14978,0.361344537815126
21,16315250,452,0.3983050847457627
18619,16315304,-1,
44937,16315314,14485,0.1527777777777778
160370,16315339,2664,0.1419354838709677
65891,16315344,14106,0.1411042944785276
4337,16315355,6238,0.7204301075268817
198906,16315358,13312,0.1696969696969697
1708,16315377,3631,0.2288135593220339
934,16315391,407,0.0986842105263157
25441,16315403,-1,
11469,16315413,1415,0.1865671641791045
9517,16315424,1415,0.2027027027027027
18162,16315444,-1,
1698,16315447,452,0.2290076335877862
20987,16315452,-1,
124,16315492,452,0.3130434782608696
90649,16315495,13532,0.1543624161073825
32201,16315500,4073,0.5365853658536586
24318,16315519,-1,
14386,16315527,8702,0.3739130434782609
5629,16315532,7436,0.3473684210526316
140202,16315535,3676,0.2627737226277372
14280,16315543,-1,
155040,16315553,936,0.072992700729927
11605,16315555,1989,0.2357142857142857
16654,16315560,-1,
22963,16315561,10396,0.1926605504587156
84,16315570,9504,0.3888888888888889
52483,16315618,14485,0.152317880794702
179613,16315625,407,0.0748299319727891
10404,16315631,-1,
55714,16315646,-1,
101680,16315648,15033,0.1774193548387097
4341,16315650,8702,0.3739130434782609
139577,16315664,15033,0.192
15794,16315684,-1,
87359,16315686,3676,0.3050847457627119
159190,16315690,225,0.1472868217054263
31430,16315692,11491,0.1437125748502994
7476,16315723,3714,0.1875
9782,16315769,10721,0.2727272727272727
62037,16315788,407,0.0979020979020979
75178,16315793,393,0.5887096774193549
34390,16315802,2803,0.6176470588235294
40601,16315818,-1,
4356,16315821,8702,0.328125
34608,16315832,11824,0.193103448275862
2145,16315842,8702,0.3716814159292035
1343,16315846,5527,0.2444444444444444
1690,16315850,14772,0.1793103448275862
156539,16315854,3103,0.1679389312977099
362,16315860,7436,0.3673469387755102
68307,16315880,2803,0.352
8648,16315887,1415,0.2421875
120075,16315891,1214,0.0808823529411764
4709,16315894,1415,0.2554744525547445
1930,16315907,8702,0.3909090909090909
77765,16315915,4625,0.0689655172413793
19200,16315954,-1,
38536,16315971,2865,0.16
6290,16315980,11029,0.5042016806722689
4015,16315984,14978,0.3697478991596639
3824,16315993,8702,0.361344537815126
15313,16316004,2075,0.1862068965517241
7589,16316012,10723,0.2833333333333333
40612,16316016,3634,0.3175675675675675
103226,16316017,7354,0.1818181818181818
14571,16316089,7166,0.4456521739130434
197047,16316109,10777,0.1597222222222222
96072,16316111,15033,0.1764705882352941
126003,16316119,3676,0.2686567164179104
27830,16316125,436,0.3831775700934579
131110,16316137,936,0.0902255639097744
75118,16316143,5324,0.3739130434782609
66459,16316147,9504,0.4782608695652174
30200,16316149,14485,0.1756756756756756
99042,16316165,3721,0.1735537190082644
5624,16316180,8702,0.3739130434782609
29009,16316199,14080,0.1619718309859155
182253,16316209,225,0.1578947368421052
19537,16316223,15036,0.1702127659574468
27569,16316232,3337,0.3545454545454545
29056,16316246,10913,0.1987951807228915
122861,16316249,15033,0.1925925925925926
56085,16316252,13296,0.3546099290780142
124833,16316266,3103,0.183206106870229
49503,16316280,13532,0.1870503597122302
126902,16316286,1996,0.2272727272727272
165623,16316290,13316,0.1655172413793103
162960,16316291,2041,0.1691176470588235
28722,16316322,6394,0.1241379310344827
10400,16316328,1415,0.18
130591,16316336,15037,0.1794871794871795
56102,16316344,5331,0.3049645390070922
69795,16316346,12745,0.1605839416058394
17933,16316361,1973,0.1838235294117647
152077,16316388,14485,0.204225352112676
180052,16316399,13316,0.1914893617021276
53531,16316408,-1,
150186,16316421,407,0.1721854304635761
269,16316426,6238,0.5405405405405406
139104,16316435,14485,0.204225352112676
15262,16316449,-1,
49506,16316469,15033,0.1968503937007874
4358,16316472,6238,0.4678899082568807
1721,16316494,6504,0.3357142857142857
50781,16316496,407,0.0844155844155844
20471,16316508,15033,0.2032520325203252
40340,16316519,1989,0.2292993630573248
26407,16316550,-1,
20472,16316611,3837,0.146551724137931
51317,16316617,-1,
25681,16316638,-1,
201607,16316648,13867,0.1468531468531468
15261,16316656,-1,
