,protein_pdb_id,ligand_pdb_id,ligand_expo_id,pose,rmsd,docking_score,posit_probability,fingerprint_similarity,shape_similarity
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5dos_chainA_altlocNone_docking-templateNone_5os5-ADP_ligand.sdf_1,5dos,5os5,ADP,1,0.3696775872547839,18.463764,0.89,0.7051282051282052,1.1961148977279663
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_6l17_chainA_altlocNone_docking-templateNone_3vbx-0FO_ligand.sdf_1,6l17,3vbx,0FO,1,5.817379591164075,-6.971225,0.2399999946355819,0.3302752293577982,0.8517364263534546
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_5n4u_chainA_altlocNone_docking-templateNone_5kgi-6SF_ligand.sdf_1,5n4u,5kgi,6SF,1,3.866301171662656,-7.552895,0.2300000041723251,0.2784810126582278,0.9518894553184508
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_4n70_chainA_altlocNone_docking-templateNone_5kgi-6SF_ligand.sdf_1,4n70,5kgi,6SF,1,4.496525862633654,-10.640319,0.2399999946355819,0.336,0.4651072025299072
kinoml_OEPositDockingFeaturizer_Human_BTK_rcsb_5p9h_chainA_altlocNone_docking-templateNone_5bq0-4US_ligand.sdf_1,5p9h,5bq0,4US,1,,-1.119293,0.1800000071525573,0.4090909090909091,0.5313618183135986
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_4k1b_chainA_altlocNone_docking-templateNone_3umw-596_ligand.sdf_1,4k1b,3umw,596,1,5.57824329967283,-12.722708,0.1800000071525573,0.3730569948186528,0.7582522034645081
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3dcv_chainA_altlocNone_docking-templateNone_5ndt-8UB_ligand.sdf_1,3dcv,5ndt,8UB,1,,-12.248227,0.2399999946355819,0.4778761061946903,0.9910602569580078
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5orv_chainA_altlocNone_docking-templateNone_2w1g-L0G_ligand.sdf_1,5orv,2w1g,L0G,1,10.55494745537439,6.084525,0.0099999997764825,0.232258064516129,0.7352256178855896
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3w10_chainA_altlocNone_docking-templateNone_3h0z-45B_ligand.sdf_1,3w10,3h0z,45B,1,4.300563029661701,-9.072693,0.1800000071525573,0.3979591836734694,0.6808317303657532
kinoml_OEPositDockingFeaturizer_Human_JAK2_rcsb_4d0x_chainA_altlocNone_docking-templateNone_5tq8-7GS_ligand.sdf_1,4d0x,5tq8,7GS,1,12.216419136711442,-11.158191,0.050000000745058,0.3730569948186528,0.5949735641479492
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_5kge_chainA_altlocNone_docking-templateNone_5dia-5E6_ligand.sdf_1,5kge,5dia,5E6,1,0.9892001296763584,-14.033049,0.2399999946355819,0.336,0.7026578783988953
kinoml_OEPositDockingFeaturizer_Human_BTK_rcsb_5p9j_chainA_altlocNone_docking-templateNone_5j87-N42_ligand.sdf_1,5p9j,5j87,N42,1,9.105683443825985,-10.190439,0.1800000071525573,0.408695652173913,0.6255810856819153
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_4xh6_chainA_altlocNone_docking-templateNone_3bgq-VX2_ligand.sdf_1,4xh6,3bgq,VX2,1,5.800098195455235,-10.379687,0.1800000071525573,0.3088235294117647,0.7942105531692505
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5dos_chainA_altlocNone_docking-templateNone_5os4-ADP_ligand.sdf_1,5dos,5os4,ADP,1,0.3522971704347001,18.463764,0.89,0.7051282051282052,1.1961148977279663
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_2x6d_chainA_altlocNone_docking-templateNone_5g15-ACP_ligand.sdf_1,2x6d,5g15,ACP,1,10.06231726822662,-10.735369,0.2399999946355819,0.2395833333333333,0.6533074378967285
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3myg_chainA_altlocNone_docking-templateNone_6vpl-ANP_ligand.sdf_1,3myg,6vpl,ANP,1,6.879508384536153,-11.026084,0.1800000071525573,0.2976190476190476,0.7384488582611084
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3r04_chainA_altlocNone_docking-templateNone_1yxx-LI7_ligand.sdf_1,3r04,1yxx,LI7,1,9.369257936345749,-3.261465,0.0099999997764825,0.3149606299212598,0.6298958659172058
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5os3_chainA_altlocNone_docking-templateNone_5dr2-ATP_ligand.sdf_1,5os3,5dr2,ATP,1,1.802415842964032,19.630444,0.89,0.7307692307692307,1.1181999444961548
kinoml_OEPositDockingFeaturizer_Human_MST3_rcsb_4qmn_chainA_altlocNone_docking-templateNone_4o27-ADP_ligand.sdf_1,4qmn,4o27,ADP,1,6.123382819010105,-7.501288,0.2399999946355819,0.24,0.6605865359306335
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_4a7c_chainA_altlocNone_docking-templateNone_5ipj-6CD_ligand.sdf_1,4a7c,5ipj,6CD,1,6.925936970975545,17.94458,0.1800000071525573,0.3870967741935484,0.927499532699585
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_6c2r_chainA_altlocNone_docking-templateNone_4ztq-4RM_ligand.sdf_1,6c2r,4ztq,4RM,1,11.202797617628308,-1.638493,0.0099999997764825,0.4117647058823529,0.6697796583175659
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3vby_chainA_altlocNone_docking-templateNone_6l16-E2U_ligand.sdf_1,3vby,6l16,E2U,1,6.716103311616616,13.88959,0.1800000071525573,0.3414634146341463,0.7419282793998718
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3ha6_chainA_altlocNone_docking-templateNone_2c6d-ANP_ligand.sdf_1,3ha6,2c6d,ANP,1,,-8.830267,0.2399999946355819,0.2061855670103092,0.6637191772460938
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_1yxu_chainA_altlocNone_docking-templateNone_4gw8-3RA_ligand.sdf_1,1yxu,4gw8,3RA,1,5.952690261371416,23.845915,0.5,0.2290076335877862,0.9621650576591492
kinoml_OEPositDockingFeaturizer_Mouse_PKACa_rcsb_4dh5_chainA_altlocNone_docking-templateNone_4iak-ADP_ligand.sdf_1,4dh5,4iak,ADP,1,0.3714430318715453,-23.692574,0.99,0.8356164383561644,1.358594298362732
kinoml_OEPositDockingFeaturizer_Mouse_PKACa_rcsb_4xw5_chainA_altlocNone_docking-templateNone_4ib0-ADP_ligand.sdf_1,4xw5,4ib0,ADP,1,0.4909478361066253,-19.474361,0.89,0.782051282051282,1.1927117109298706
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3vc4_chainA_altlocNone_docking-templateNone_2xj1-XJ1_ligand.sdf_1,3vc4,2xj1,XJ1,1,1.4424361614990104,11.104424,0.2399999946355819,0.3636363636363636,0.8285727500915527
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_4c3r_chainA_altlocNone_docking-templateNone_3p9j-P9J_ligand.sdf_1,4c3r,3p9j,P9J,1,0.7725539085828683,-11.006106,0.2399999946355819,0.1568627450980392,0.6245545744895935
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_4wt6_chainA_altlocNone_docking-templateNone_4k1b-1OC_ligand.sdf_1,4wt6,4k1b,1OC,1,6.513089045830627,-12.9772,0.1800000071525573,0.5,0.8214292526245117
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_2c3i_chainB_altlocNone_docking-templateNone_5v82-96Y_ligand.sdf_1,2c3i,5v82,96Y,1,5.605063258637973,-10.880189,0.4199999868869781,0.4444444444444444,1.00028657913208
kinoml_OEPositDockingFeaturizer_Human_BTK_rcsb_4z3v_chainA_altlocNone_docking-templateNone_6n9p-KHD_ligand.sdf_1,4z3v,6n9p,KHD,1,8.193826519474891,6.437287,0.0199999995529651,0.4099378881987577,0.7286404371261597
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_2bil_chainB_altlocNone_docking-templateNone_3bgq-VX2_ligand.sdf_1,2bil,3bgq,VX2,1,2.380981794909888,-11.854734,0.1800000071525573,0.3414634146341463,0.946948230266571
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_6bsk_chainA_altlocNone_docking-templateNone_5kgk-6SD_ligand.sdf_1,6bsk,5kgk,6SD,1,5.799241816208145,-7.137115,0.2399999946355819,0.3833333333333333,0.6961808204650879
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_5toe_chainA_altlocNone_docking-templateNone_4wsy-3U5_ligand.sdf_1,5toe,4wsy,3U5,1,6.4532163143660375,-10.959363,0.1800000071525573,0.380281690140845,0.8276995420455933
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_6pdi_chainA_altlocNone_docking-templateNone_4wt6-3U6_ligand.sdf_1,6pdi,4wt6,3U6,1,0.9704729851030456,-15.726019,0.1800000071525573,0.475,0.8216948509216309
kinoml_OEPositDockingFeaturizer_Human_MAP2K1_rcsb_3pp1_chainA_altlocNone_docking-templateNone_4anb-YQY_ligand.sdf_1,3pp1,4anb,YQY,1,4.336922366769391,1.52677,0.0099999997764825,0.4017467248908297,0.3959473669528961
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3jxw_chainA_altlocNone_docking-templateNone_1yxv-LI6_ligand.sdf_1,3jxw,1yxv,LI6,1,1.6341896419064357,-10.260059,0.3300000131130218,0.3689320388349514,0.8843085169792175
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_4mta_chainA_altlocNone_docking-templateNone_3jya-LWG_ligand.sdf_1,4mta,3jya,LWG,1,1.112488483086454,-11.035248,0.3300000131130218,0.3448275862068966,1.197953701019287
kinoml_OEPositDockingFeaturizer_Human_BTK_rcsb_7kxp_chainA_altlocNone_docking-templateNone_4ot6-2V1_ligand.sdf_1,7kxp,4ot6,2V1,1,7.742517917168445,-10.484394,0.1800000071525573,0.4838709677419355,0.7095097303390503
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5orv_chainA_altlocNone_docking-templateNone_2np8-CC3_ligand.sdf_1,5orv,2np8,CC3,1,11.082297932589013,9.559204,0.0099999997764825,0.2278481012658227,0.6746569275856018
kinoml_OEPositDockingFeaturizer_Human_JAK2_rcsb_4f09_chainA_altlocNone_docking-templateNone_3tjc-0TP_ligand.sdf_1,4f09,3tjc,0TP,1,1.792800001716267,-13.208576,0.1800000071525573,0.3358778625954198,0.6977735757827759
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_2o3p_chainA_altlocNone_docking-templateNone_4wt6-3U6_ligand.sdf_1,2o3p,4wt6,3U6,1,4.137884452318691,17.33024,0.1800000071525573,0.3857142857142857,0.836937427520752
kinoml_OEPositDockingFeaturizer_Human_BTK_rcsb_4ot5_chainA_altlocNone_docking-templateNone_5jrs-6MV_ligand.sdf_1,4ot5,5jrs,6MV,1,1.835715062168877,-13.80134,0.2399999946355819,0.4892703862660944,0.7021915912628174
kinoml_OEPositDockingFeaturizer_Human_BTK_rcsb_6x3o_chainA_altlocNone_docking-templateNone_4otr-2V3_ligand.sdf_1,6x3o,4otr,2V3,1,12.8922128813583,3.402823466385289e+38,0.2300000041723251,0.4534412955465587,0.6289368867874146
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_6l15_chainA_altlocNone_docking-templateNone_3vbx-0FO_ligand.sdf_1,6l15,3vbx,0FO,1,4.267079464205717,-6.559341,0.2399999946355819,0.3925233644859813,0.9079959988594056
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_1yxt_chainA_altlocNone_docking-templateNone_3bgz-VX3_ligand.sdf_1,1yxt,3bgz,VX3,1,4.702220273445301,-9.418322,0.1800000071525573,0.0915032679738562,0.5491535067558289
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_4jbo_chainA_altlocNone_docking-templateNone_5g1x-ADP_ligand.sdf_1,4jbo,5g1x,ADP,1,8.458989885848599,-11.961629,0.050000000745058,0.3052631578947368,0.5670011043548584
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_2bil_chainB_altlocNone_docking-templateNone_4xh6-HUL_ligand.sdf_1,2bil,4xh6,HUL,1,5.749535854784676,-11.073305,0.1800000071525573,0.36,0.6424447298049927
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_1ol7_chainA_altlocNone_docking-templateNone_6vpg-ANP_ligand.sdf_1,1ol7,6vpg,ANP,1,1.967289891228292,-7.841317,0.89,0.717948717948718,1.1400038003921509
kinoml_OEPositDockingFeaturizer_Human_JAK2_rcsb_3e64_chainA_altlocNone_docking-templateNone_5tq6-7GV_ligand.sdf_1,3e64,5tq6,7GV,1,3.988517363632758,-13.107047,0.1800000071525573,0.2753623188405797,0.716850221157074
kinoml_OEPositDockingFeaturizer_Mouse_PKACa_rcsb_1rej_chainA_altlocNone_docking-templateNone_1re8-BD2_ligand.sdf_1,1rej,1re8,BD2,1,1.6111191939589258,-9.218658,0.85,0.7457627118644068,0.849043607711792
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_4b0g_chainA_altlocNone_docking-templateNone_3r22-D37_ligand.sdf_1,4b0g,3r22,D37,1,1.2611064444707722,-12.265518,0.2300000041723251,0.3757575757575757,0.7968815565109253
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_6l14_chainA_altlocNone_docking-templateNone_5dia-5E6_ligand.sdf_1,6l14,5dia,5E6,1,5.716488900087849,-14.863922,0.1800000071525573,0.3694267515923566,0.8206659555435181
kinoml_OEPositDockingFeaturizer_Human_JAK2_rcsb_6vnh_chainB_altlocNone_docking-templateNone_3tjd-6TP_ligand.sdf_1,6vnh,3tjd,6TP,1,2.14747114565681,-12.94466,0.2399999946355819,0.4699453551912568,0.6681392192840576
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_4dea_chainA_altlocNone_docking-templateNone_5lxm-ADP_ligand.sdf_1,4dea,5lxm,ADP,1,7.683230288535328,-10.843349,0.1800000071525573,0.2040816326530612,0.8852784633636475
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_2o65_chainA_altlocNone_docking-templateNone_1yxu-AMP_ligand.sdf_1,2o65,1yxu,AMP,1,5.772518119051911,-8.945947,0.1800000071525573,0.1788617886178861,0.918304979801178
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3jpv_chainA_altlocNone_docking-templateNone_4rc4-3OK_ligand.sdf_1,3jpv,4rc4,3OK,1,1.5608152332379677,-14.272563,0.1800000071525573,0.32,0.846821129322052
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5zan_chainA_altlocNone_docking-templateNone_4ded-NHU_ligand.sdf_1,5zan,4ded,NHU,1,1.515651776527942,-9.792622,0.1800000071525573,0.4761904761904761,0.7428941130638123
kinoml_OEPositDockingFeaturizer_Human_JAK2_rcsb_6vnj_chainA_altlocNone_docking-templateNone_3fup-MI1_ligand.sdf_1,6vnj,3fup,MI1,1,1.5862234203069991,-14.15436,0.2300000041723251,0.3566878980891719,0.7134197950363159
kinoml_OEPositDockingFeaturizer_Human_MST3_rcsb_4w8d_chainA_altlocNone_docking-templateNone_4qmz-B49_ligand.sdf_1,4w8d,4qmz,B49,1,4.9773489620133295,-11.984761,0.050000000745058,0.2535211267605634,0.6823760271072388
kinoml_OEPositDockingFeaturizer_Human_TRKA_rcsb_5kmm_chainA_altlocNone_docking-templateNone_6pl4-OO7_ligand.sdf_1,5kmm,6pl4,OO7,1,1.8452569468775888,-9.00098,0.3300000131130218,0.5393258426966292,0.9285432696342468
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_2o3p_chainA_altlocNone_docking-templateNone_2xj1-XJ1_ligand.sdf_1,2o3p,2xj1,XJ1,1,7.610518563146667,16.095129,0.1800000071525573,0.3181818181818182,0.7957103252410889
kinoml_OEPositDockingFeaturizer_Human_JAK2_rcsb_4yti_chainA_altlocNone_docking-templateNone_7ree-4LY_ligand.sdf_1,4yti,7ree,4LY,1,8.398250774502305,-8.934644,0.2399999946355819,0.3492063492063492,0.5143489241600037
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_4wsy_chainA_altlocNone_docking-templateNone_3vc4-0FS_ligand.sdf_1,4wsy,3vc4,0FS,1,3.558943187395819,-6.68953,0.2399999946355819,0.1788617886178861,0.7305502891540527
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_6ayd_chainA_altlocNone_docking-templateNone_4k18-1OB_ligand.sdf_1,6ayd,4k18,1OB,1,7.576277354461366,-2.389428,0.5,0.410958904109589,1.0170080661773682
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_5tel_chainA_altlocNone_docking-templateNone_4a7c-E46_ligand.sdf_1,5tel,4a7c,E46,1,12.983187192618438,-1.712308,0.0099999997764825,0.3468208092485549,0.9696972370147704
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3vby_chainA_altlocNone_docking-templateNone_2bik-BI1_ligand.sdf_1,3vby,2bik,BI1,1,7.700509501367112,18.10096,0.2399999946355819,0.5441176470588235,0.5536342859268188
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_5n4u_chainA_altlocNone_docking-templateNone_5v80-971_ligand.sdf_1,5n4u,5v80,971,1,6.443859600559603,-14.888862,0.2399999946355819,0.3511450381679389,0.7311995625495911
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5ors_chainA_altlocNone_docking-templateNone_1ol5-ADP_ligand.sdf_1,5ors,1ol5,ADP,1,0.6303851556345883,14.637881,0.99,0.8356164383561644,1.550291895866394
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_6c2r_chainA_altlocNone_docking-templateNone_6c2t-EGJ_ligand.sdf_1,6c2r,6c2t,EGJ,1,0.9424966253992048,32.532852,0.85,0.6161616161616161,1.2811954021453855
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_1yxu_chainA_altlocNone_docking-templateNone_5ipj-6CD_ligand.sdf_1,1yxu,5ipj,6CD,1,6.390796881279968,-1.716139,0.0099999997764825,0.3065693430656934,0.7223641276359558
kinoml_OEPositDockingFeaturizer_Human_JAK2_rcsb_5tq4_chainA_altlocNone_docking-templateNone_3fup-MI1_ligand.sdf_1,5tq4,3fup,MI1,1,6.862675647550179,-11.001983,0.2399999946355819,0.2580645161290322,0.8781272172927856
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_6l13_chainA_altlocNone_docking-templateNone_3cxw-7CP_ligand.sdf_1,6l13,3cxw,7CP,1,4.827514478486832,-13.393406,0.1800000071525573,0.364963503649635,0.8512803912162781
kinoml_OEPositDockingFeaturizer_Human_BTK_rcsb_6aua_chainA_altlocNone_docking-templateNone_7n5x-0GW_ligand.sdf_1,6aua,7n5x,0GW,1,4.860912325024898,-9.618187,0.2399999946355819,0.2378378378378378,0.448011964559555
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5aae_chainA_altlocNone_docking-templateNone_5os2-ADP_ligand.sdf_1,5aae,5os2,ADP,1,7.320525527583385,-8.009214,0.1800000071525573,0.2179487179487179,0.8728647232055664
kinoml_OEPositDockingFeaturizer_Human_IRAK4_rcsb_6uya_chainA_altlocNone_docking-templateNone_6thx-N9Z_ligand.sdf_1,6uya,6thx,N9Z,1,4.844676170808531,21.572151,0.050000000745058,0.3529411764705882,0.8324615955352783
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_2x6d_chainA_altlocNone_docking-templateNone_5lxm-ADP_ligand.sdf_1,2x6d,5lxm,ADP,1,8.607746937110392,-12.005611,0.2399999946355819,0.2307692307692307,0.6174476146697998
kinoml_OEPositDockingFeaturizer_Human_JAK2_rcsb_4yth_chainA_altlocNone_docking-templateNone_4gfm-0X2_ligand.sdf_1,4yth,4gfm,0X2,1,2.295931147341604,-10.438678,0.2300000041723251,0.336,0.5263652205467224
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3r04_chainA_altlocNone_docking-templateNone_3umw-596_ligand.sdf_1,3r04,3umw,596,1,6.553850871158064,-1.781555,0.0099999997764825,0.3375,0.9141886234283448
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_5iis_chainA_altlocNone_docking-templateNone_3vbv-0FK_ligand.sdf_1,5iis,3vbv,0FK,1,5.946070148786148,-7.931077,0.2399999946355819,0.3622047244094488,0.6683334708213806
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5lxm_chainA_altlocNone_docking-templateNone_1ol7-ADP_ligand.sdf_1,5lxm,1ol7,ADP,1,1.0864822781530958,-19.498344,0.99,0.7534246575342466,1.5672292709350586
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_6l14_chainA_altlocNone_docking-templateNone_6vrv-WFY_ligand.sdf_1,6l14,6vrv,WFY,1,3.921516549175146,-12.816161,0.2399999946355819,0.3206106870229007,1.0193582773208618
kinoml_OEPositDockingFeaturizer_Human_JAK2_rcsb_3e62_chainA_altlocNone_docking-templateNone_6vnl-5W2_ligand.sdf_1,3e62,6vnl,5W2,1,1.7288759777212084,-8.734482,0.050000000745058,0.2361111111111111,0.4264989495277405
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5orn_chainA_altlocNone_docking-templateNone_6r4b-ADP_ligand.sdf_1,5orn,6r4b,ADP,1,0.1785267901879566,14.621673,0.99,0.8356164383561644,1.3413937091827393
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_5dhj_chainA_altlocNone_docking-templateNone_3vbq-0F5_ligand.sdf_1,5dhj,3vbq,0F5,1,5.650273460512458,-17.032587,0.1800000071525573,0.375,0.6707123517990112
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3r00_chainA_altlocNone_docking-templateNone_2j2i-LY4_ligand.sdf_1,3r00,2j2i,LY4,1,6.488951046641843,-11.784649,0.050000000745058,0.2627737226277372,0.5065328478813171
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3c4e_chainA_altlocNone_docking-templateNone_6l13-E2F_ligand.sdf_1,3c4e,6l13,E2F,1,6.180153779569763,9.724051,0.2399999946355819,0.3793103448275862,0.9697245955467224
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_6no9_chainA_altlocNone_docking-templateNone_5tel-7AJ_ligand.sdf_1,6no9,5tel,7AJ,1,6.270078169369183,-13.612789,0.2399999946355819,0.3867403314917127,0.6766254901885986
kinoml_OEPositDockingFeaturizer_Human_MST3_rcsb_7b35_chainB_altlocNone_docking-templateNone_4qmn-DB8_ligand.sdf_1,7b35,4qmn,DB8,1,11.377774034151948,-9.729312,0.1800000071525573,0.4251207729468599,0.8297650814056396
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5dr9_chainA_altlocNone_docking-templateNone_1ol5-ADP_ligand.sdf_1,5dr9,1ol5,ADP,1,8.606013035684432,-10.88365,0.1800000071525573,,0.7765496373176575
kinoml_OEPositDockingFeaturizer_Human_BRAF_rcsb_7m0x_chainA_altlocNone_docking-templateNone_4mbj-DFS_ligand.sdf_1,7m0x,4mbj,DFS,1,11.89030442092305,-1.610656,0.0099999997764825,0.2658227848101265,0.7727239727973938
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_5tex_chainA_altlocNone_docking-templateNone_5n5l-8NZ_ligand.sdf_1,5tex,5n5l,8NZ,1,12.04505782149164,-5.182987,0.0099999997764825,0.2539682539682539,0.5287507772445679
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_6l12_chainA_altlocNone_docking-templateNone_2obj-VRV_ligand.sdf_1,6l12,2obj,VRV,1,6.484470478867519,-9.78954,0.1800000071525573,0.4393939393939394,0.7740551233291626
kinoml_OEPositDockingFeaturizer_Human_MAP2K1_rcsb_3eqf_chainA_altlocNone_docking-templateNone_3dy7-ATP_ligand.sdf_1,3eqf,3dy7,ATP,1,5.062715473709927,-3.904905,0.2300000041723251,0.3169398907103825,0.816204309463501
kinoml_OEPositDockingFeaturizer_Human_MAP2K1_rcsb_3eqi_chainA_altlocNone_docking-templateNone_1s9j-ATP_ligand.sdf_1,3eqi,1s9j,ATP,1,0.7976135170498586,-14.98737,0.89,0.8076923076923077,1.199793815612793
kinoml_OEPositDockingFeaturizer_Human_IRAK4_rcsb_4rmz_chainA_altlocNone_docking-templateNone_6lxy-EXF_ligand.sdf_1,4rmz,6lxy,EXF,1,2.702549292320004,-12.339764,0.2399999946355819,0.3043478260869565,0.6807880401611328
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_4b0g_chainA_altlocNone_docking-templateNone_5l8k-ADP_ligand.sdf_1,4b0g,5l8k,ADP,1,1.714163417595365,-9.711595,0.2399999946355819,0.3184713375796178,0.7843946218490601
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_4mbl_chainA_altlocNone_docking-templateNone_5tel-7AJ_ligand.sdf_1,4mbl,5tel,7AJ,1,3.357128325481468,-11.689891,0.2399999946355819,0.3837209302325581,0.8114653825759888
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3vc4_chainA_altlocNone_docking-templateNone_6bsk-MVG_ligand.sdf_1,3vc4,6bsk,MVG,1,8.033618182807972,-2.76253,0.0099999997764825,0.2325581395348837,0.7103983163833618
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_6no8_chainA_altlocNone_docking-templateNone_4k0y-1OA_ligand.sdf_1,6no8,4k0y,1OA,1,0.8665373843415742,-12.572496,0.3300000131130218,0.5432098765432098,0.850008487701416
kinoml_OEPositDockingFeaturizer_Human_IRAK4_rcsb_6thx_chainA_altlocNone_docking-templateNone_5w84-9YY_ligand.sdf_1,6thx,5w84,9YY,1,2.22739552424543,-11.580408,0.1800000071525573,0.3552631578947368,0.8157187700271606
kinoml_OEPositDockingFeaturizer_Human_JAK2_rcsb_3tjd_chainA_altlocNone_docking-templateNone_2b7a-IZA_ligand.sdf_1,3tjd,2b7a,IZA,1,0.6312150119446998,-14.747639,0.2300000041723251,0.4142857142857143,0.7832273840904236
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_6vrv_chainA_altlocNone_docking-templateNone_3bgz-VX3_ligand.sdf_1,6vrv,3bgz,VX3,1,1.153063799188926,-12.495711,0.2300000041723251,0.1692307692307692,0.8334847092628479
kinoml_OEPositDockingFeaturizer_Human_MST3_rcsb_4qmw_chainA_altlocNone_docking-templateNone_4qmt-H1N_ligand.sdf_1,4qmw,4qmt,H1N,1,9.09456486337054,-7.953701,0.2399999946355819,0.2696629213483146,0.7311791181564331
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3umx_chainA_altlocNone_docking-templateNone_4jx7-1N6_ligand.sdf_1,3umx,4jx7,1N6,1,6.163170907360377,-12.198967,0.2300000041723251,0.4352941176470588,0.9442588686943054
kinoml_OEPositDockingFeaturizer_Human_MST3_rcsb_4qms_chainA_altlocNone_docking-templateNone_4qmw-KS1_ligand.sdf_1,4qms,4qmw,KS1,1,1.6899490623487248,-12.611248,0.2399999946355819,0.3393939393939394,0.4945625066757202
kinoml_OEPositDockingFeaturizer_Human_MAP2K1_rcsb_3v01_chainA_altlocNone_docking-templateNone_6q0t-LCJ_ligand.sdf_1,3v01,6q0t,LCJ,1,0.5662180851933292,-11.353178,0.85,0.4782608695652174,0.3363393545150757
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_3bgz_chainA_altlocNone_docking-templateNone_3bgp-VX1_ligand.sdf_1,3bgz,3bgp,VX1,1,4.238191816041981,-12.402382,0.1800000071525573,0.4963503649635036,0.8643491864204407
kinoml_OEPositDockingFeaturizer_Human_PIM1_rcsb_4gw8_chainA_altlocNone_docking-templateNone_3t9i-3T9_ligand.sdf_1,4gw8,3t9i,3T9,1,8.757936657683704,-8.517308,0.2399999946355819,0.391304347826087,0.7974315285682678
